uriProposicao,tema
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417052,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417052,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417076,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417076,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417076,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417076,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417342,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417342,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417731,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417731,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417731,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417731,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417737,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417737,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417737,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417737,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417742,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417742,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417742,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417742,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417743,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417743,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417743,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417743,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417800,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417804,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418318,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418318,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418318,Esporte e Lazer
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430710,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430710,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430710,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421160,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421160,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421160,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430736,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430746,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430746,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430750,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430750,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430750,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430751,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430751,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430753,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430753,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430754,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430754,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430757,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430757,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430757,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430727,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430733,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430733,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430734,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430734,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430741,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430748,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430748,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430725,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430725,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430725,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430708,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430708,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430708,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430744,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430744,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430744,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430676,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430676,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430686,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430686,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430686,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430677,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430678,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430678,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430678,"Política, Partidos e Eleições"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430684,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430774,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430774,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430796,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430796,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430768,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430768,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430770,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430770,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430781,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430788,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430788,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430798,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430798,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430814,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430815,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430815,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430830,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430830,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430832,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430832,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430833,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430833,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430818,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430818,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430769,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430769,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430777,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430782,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430819,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430819,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430826,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430826,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430826,Esporte e Lazer
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430837,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430837,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430797,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430797,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430824,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430824,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430861,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430861,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430847,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430847,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430852,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430889,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430889,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430891,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430892,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430893,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430894,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430895,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430898,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430899,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430901,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430902,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430903,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430904,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430904,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430905,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430906,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430907,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430907,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430908,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430908,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430933,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430934,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430935,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430940,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430940,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430863,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430863,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430863,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430884,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430884,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430884,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430950,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430949,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430949,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430955,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430955,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430946,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430946,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430953,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430973,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430974,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430974,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430984,"Política, Partidos e Eleições"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430998,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430998,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431012,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431012,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431012,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431035,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431035,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431035,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431065,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431065,Estrutura Fundiária
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431065,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430991,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430991,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430991,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430992,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430992,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430992,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430993,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430993,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430993,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431002,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431002,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431022,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431022,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431022,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431023,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431023,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431023,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431038,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431038,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431038,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431061,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431061,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431061,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431062,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431062,Estrutura Fundiária
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431062,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431063,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431063,Estrutura Fundiária
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431063,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431064,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431064,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431064,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431068,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431068,Estrutura Fundiária
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431068,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431098,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431098,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431098,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431100,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431100,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431100,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431101,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431101,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431101,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430980,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430980,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430987,Direito e Defesa do Consumidor
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430987,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431107,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431107,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431107,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431131,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431131,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431133,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431077,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431077,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431060,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431060,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431048,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431048,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431048,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431030,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431030,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430986,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430986,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430986,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431055,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431055,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431073,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431150,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431150,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431150,Estrutura Fundiária
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431163,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431163,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431163,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431172,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431172,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431136,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431137,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431137,Turismo
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431003,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431003,Direito e Defesa do Consumidor
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431003,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431003,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431027,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431027,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431027,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431141,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431141,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431154,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431154,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431178,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431178,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431171,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431171,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431171,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431157,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431157,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431157,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431348,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431372,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431372,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431235,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431312,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431312,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431387,Turismo
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431112,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431112,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431112,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431099,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431099,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431099,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431099,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431230,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431230,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431230,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431461,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431084,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431084,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431084,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431029,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431029,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431029,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431029,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431070,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431070,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431025,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431025,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431025,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430995,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430995,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430995,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430978,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430978,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430978,"Política, Partidos e Eleições"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430967,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430967,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430967,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430967,"Política, Partidos e Eleições"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431159,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2431159,Direito Penal e Processual Penal
