uriProposicao,tema
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419955,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419901,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419901,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419901,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419904,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419900,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420040,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420050,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420050,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420051,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420051,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420059,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420059,Esporte e Lazer
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419243,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419243,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419243,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418727,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418727,Direito e Defesa do Consumidor
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418726,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418726,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418726,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418793,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418793,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419071,"Política, Partidos e Eleições"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419616,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421356,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421356,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421356,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419128,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419128,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419128,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421289,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421289,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421289,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419223,Direito e Defesa do Consumidor
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419223,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419223,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421295,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421295,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421295,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421297,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421297,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421297,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420076,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420076,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421320,Esporte e Lazer
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421320,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421323,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421325,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421325,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421326,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421326,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420079,Turismo
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421298,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421298,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421298,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420080,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421299,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421299,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421299,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420081,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420081,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420110,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421327,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421327,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421300,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421300,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421300,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421391,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420111,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420111,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421328,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421332,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421346,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421347,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421347,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421350,Direito Civil e Processual Civil
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421370,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421417,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421467,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421470,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421472,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421472,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421351,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421390,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421390,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421419,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421482,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421482,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421483,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421483,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421330,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421333,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421334,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421334,Turismo
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421363,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421363,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421366,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421389,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421389,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421389,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421416,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421416,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421420,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421446,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421447,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421469,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421492,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421493,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421494,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421496,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421497,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421498,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421499,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421500,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421502,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421535,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421536,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421536,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421538,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421582,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421582,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421598,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421598,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421504,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421518,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421518,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421519,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421534,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421539,Direito Civil e Processual Civil
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421539,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420419,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420419,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421554,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421554,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421581,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421581,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421609,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421619,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419657,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419657,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419748,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419748,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419760,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419760,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419795,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419795,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419795,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419798,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419798,Direito Civil e Processual Civil
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419798,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419808,Comunicações
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419808,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419808,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421092,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421092,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421092,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419809,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419809,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419839,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419839,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421102,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421102,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421626,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421626,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419953,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421620,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421620,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420126,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421683,Turismo
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421684,Turismo
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421720,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421668,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421668,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421706,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421708,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421711,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421711,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421728,Economia
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421728,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421653,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421654,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421657,Direito e Defesa do Consumidor
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421657,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421658,Direito Civil e Processual Civil
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421658,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421667,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421667,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421690,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421703,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421712,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421712,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421712,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421718,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420046,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421719,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421719,"Energia, Recursos Hídricos e Minerais"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421719,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421730,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421691,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421691,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421692,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421692,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421834,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421779,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421843,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420134,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420134,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420134,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421836,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421836,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421836,Relações Internacionais e Comércio Exterior
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420143,"Arte, Cultura e Religião"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417198,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417198,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417170,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417170,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419197,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419197,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419197,Turismo
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419419,Esporte e Lazer
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419441,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419441,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419445,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419445,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419447,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419447,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421863,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421865,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418919,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418919,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421876,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421876,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421184,"Política, Partidos e Eleições"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421894,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421854,Direito e Defesa do Consumidor
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421855,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421855,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421861,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421887,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421888,Finanças Públicas e Orçamento
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421889,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421889,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421890,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421890,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419211,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421891,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421891,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421893,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421893,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421903,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421903,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421904,Direito e Justiça
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421904,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421905,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421905,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421953,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419134,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419134,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419134,Relações Internacionais e Comércio Exterior
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419136,"Ciência, Tecnologia e Inovação"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419136,Relações Internacionais e Comércio Exterior
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419135,Relações Internacionais e Comércio Exterior
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419135,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419244,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419244,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421078,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421084,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421087,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421089,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421091,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421923,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421934,Direito e Defesa do Consumidor
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421936,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421937,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421937,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421946,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421947,"Agricultura, Pecuária, Pesca e Extrativismo"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421947,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421970,Meio Ambiente e Desenvolvimento Sustentável
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421971,Previdência e Assistência Social
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419960,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419960,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420037,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419979,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419979,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419844,Homenagens e Datas Comemorativas
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422004,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422025,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422025,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422028,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422017,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422018,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422061,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422075,Saúde
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422072,Administração Pública
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419858,Defesa e Segurança
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419858,Direito Civil e Processual Civil
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419858,Processo Legislativo e Atuação Parlamentar
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419204,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420782,Cidades e Desenvolvimento Urbano
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420782,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419860,Direito Civil e Processual Civil
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419860,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419860,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419750,"Viação, Transporte e Mobilidade"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419575,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419872,Educação
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419872,Trabalho e Emprego
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419247,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421301,Direito Penal e Processual Penal
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421301,Direitos Humanos e Minorias
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421301,"Política, Partidos e Eleições"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419910,"Indústria, Comércio e Serviços"
https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419910,Trabalho e Emprego
